grape,region,vintage,estate,grape_law,region_law,vintage_law,country,designation
riesling,wahluke slope,2020,False,0.75,0.95,0.95,washington,AVA
riesling,wahluke slope,2016,False,0.75,0.95,0.95,washington,AVA
pinot gris,wahluke slope,2016,True,0.75,1.0,0.95,washington,Estate
riesling,wahluke slope,2023,False,0.75,0.95,0.95,washington,AVA
merlot,wahluke slope,2022,False,0.75,0.95,0.95,washington,AVA
pinot gris,rattlesnake hills,2020,False,0.75,0.95,0.95,washington,AVA
cabernet sauvignon,rattlesnake hills,2017,False,0.75,0.95,0.95,washington,AVA
riesling,rattlesnake hills,2020,True,0.75,1.0,0.95,washington,Estate
merlot,rattlesnake hills,2023,False,0.75,0.95,0.95,washington,AVA
cabernet sauvignon,rattlesnake hills,2022,False,0.75,0.95,0.95,washington,AVA
syrah,rattlesnake hills,2016,False,0.75,0.95,0.95,washington,AVA
syrah,snipes mountain,2016,False,0.75,0.95,0.95,washington,AVA
cabernet sauvignon,snipes mountain,2016,True,0.75,1.0,0.95,washington,Estate
cabernet sauvignon,snipes mountain,2015,False,0.75,0.95,0.95,washington,AVA
merlot,snipes mountain,2017,False,0.75,0.95,0.95,washington,AVA
riesling,snipes mountain,2016,False,0.75,0.95,0.95,washington,AVA
chardonnay,snipes mountain,2020,False,0.75,0.95,0.95,washington,AVA
pinot gris,or,2015,True,0.9,1.0,0.85,oregon,Estate
pinot noir,or,2015,False,0.9,1.0,0.85,oregon,Country
merlot,or,2021,False,0.75,1.0,0.85,oregon,Country
pinot gris,or,2016,False,0.9,1.0,0.85,oregon,Country
pinot gris,or,2022,False,0.9,1.0,0.85,oregon,Country
pinot gris,or,2021,False,0.9,1.0,0.85,oregon,Country
pinot gris,or,2016,False,0.9,1.0,0.85,oregon,Country
zinfandel,or,2023,False,0.75,1.0,0.85,oregon,Country
petite sirah,or,2020,False,0.75,1.0,0.85,oregon,Country
semillion,or,2018,False,0.75,1.0,0.85,oregon,Country
cabernet sauvignon,or,2018,True,0.75,1.0,0.85,oregon,Estate
roussanne,or,2017,False,0.75,1.0,0.85,oregon,Country
merlot,or,2022,False,0.75,1.0,0.85,oregon,Country
pinot noir,or,2019,True,0.9,1.0,0.85,oregon,Estate
chardonnay,or,2024,False,0.9,1.0,0.85,oregon,Country
semillion,or,2019,True,0.75,1.0,0.85,oregon,Estate
petit verdot,or,2015,False,0.75,1.0,0.85,oregon,Country
petite sirah,or,2023,True,0.75,1.0,0.85,oregon,Estate
petite sirah,oregon,2022,False,0.75,1.0,0.85,oregon,Country
chardonnay,oregon,2022,False,0.9,1.0,0.85,oregon,Country
petit verdot,oregon,2018,False,0.75,1.0,0.85,oregon,Country
chardonnay,oregon,2016,False,0.9,1.0,0.85,oregon,Country
zinfandel,oregon,2020,True,0.75,1.0,0.85,oregon,Estate
cabernet franc,oregon,2018,False,0.75,1.0,0.85,oregon,Country
pinot noir,oregon,2021,False,0.9,1.0,0.85,oregon,Country
marsanne,oregon,2020,False,0.75,1.0,0.85,oregon,Country
carmenere,oregon,2022,True,0.75,1.0,0.85,oregon,Estate
pinot gris,oregon,2020,False,0.9,1.0,0.85,oregon,Country
syrah,oregon,2020,False,0.75,1.0,0.85,oregon,Country
petite sirah,oregon,2021,True,0.75,1.0,0.85,oregon,Estate
petite sirah,oregon,2023,False,0.75,1.0,0.85,oregon,Country
tempranillo,oregon,2015,False,0.75,1.0,0.85,oregon,Country
pinot gris,oregon,2019,True,0.9,1.0,0.85,oregon,Estate
grenache,oregon,2017,False,0.75,1.0,0.85,oregon,Country
cabernet sauvignon,oregon,2024,True,0.75,1.0,0.85,oregon,Estate
petit verdot,oregon,2021,False,0.75,1.0,0.85,oregon,Country
pinot noir,willamette valley,2015,False,0.9,0.95,0.95,oregon,AVA
grenache,willamette valley,2016,False,0.75,0.95,0.95,oregon,AVA
pinot gris,willamette valley,2023,False,0.9,0.95,0.95,oregon,AVA
sauvignon blanc,willamette valley,2018,False,0.75,0.95,0.95,oregon,AVA
pinot noir,willamette valley,2021,False,0.9,0.95,0.95,oregon,AVA
tempranillo,willamette valley,2020,True,0.75,1.0,0.95,oregon,Estate
sangiovese,dundee hills,2024,False,0.75,0.95,0.95,oregon,AVA
malbec,dundee hills,2019,True,0.75,1.0,0.95,oregon,Estate
pinot gris,dundee hills,2017,False,0.9,0.95,0.95,oregon,AVA
chardonnay,dundee hills,2020,False,0.9,0.95,0.95,oregon,AVA
malbec,dundee hills,2020,False,0.75,0.95,0.95,oregon,AVA
pinot gris,dundee hills,2016,False,0.9,0.95,0.95,oregon,AVA
grenache,yamhill-carlton,2022,False,0.75,0.95,0.95,oregon,AVA
pinot gris,yamhill-carlton,2018,True,0.9,1.0,0.95,oregon,Estate
mourvedre,yamhill-carlton,2023,True,0.75,1.0,0.95,oregon,Estate
petit verdot,yamhill-carlton,2020,False,0.75,0.95,0.95,oregon,AVA
pinot gris,yamhill-carlton,2024,False,0.9,0.95,0.95,oregon,AVA
chardonnay,yamhill-carlton,2020,False,0.9,0.95,0.95,oregon,AVA
grenache,mcminnville,2018,False,0.75,0.95,0.95,oregon,AVA
carmenere,mcminnville,2016,True,0.75,1.0,0.95,oregon,Estate
pinot noir,mcminnville,2015,False,0.9,0.95,0.95,oregon,AVA
pinot noir,mcminnville,2022,True,0.9,1.0,0.95,oregon,Estate
petit verdot,mcminnville,2019,False,0.75,0.95,0.95,oregon,AVA
pinot noir,mcminnville,2021,True,0.9,1.0,0.95,oregon,Estate
chardonnay,ribbon ridge,2017,False,0.9,0.95,0.95,oregon,AVA
carmenere,ribbon ridge,2020,False,0.75,0.95,0.95,oregon,AVA
pinot gris,ribbon ridge,2024,False,0.9,0.95,0.95,oregon,AVA
sangiovese,ribbon ridge,2017,False,0.75,0.95,0.95,oregon,AVA
pinot gris,ribbon ridge,2019,True,0.9,1.0,0.95,oregon,Estate
pinot noir,ribbon ridge,2016,True,0.9,1.0,0.95,oregon,Estate
pinot noir,chehalem mountains,2018,False,0.9,0.95,0.95,oregon,AVA
chardonnay,chehalem mountains,2016,False,0.9,0.95,0.95,oregon,AVA
pinot gris,chehalem mountains,2015,False,0.9,0.95,0.95,oregon,AVA
chardonnay,chehalem mountains,2022,False,0.9,0.95,0.95,oregon,AVA
pinot gris,chehalem mountains,2020,False,0.9,0.95,0.95,oregon,AVA
tempranillo,chehalem mountains,2020,False,0.75,0.95,0.95,oregon,AVA
marsanne,umpqua valley,2020,False,0.75,0.95,0.95,oregon,AVA
chardonnay,umpqua valley,2024,False,0.9,0.95,0.95,oregon,AVA
chardonnay,umpqua valley,2021,False,0.9,0.95,0.95,oregon,AVA
mourvedre,umpqua valley,2020,False,0.75,0.95,0.95,oregon,AVA
merlot,umpqua valley,2023,False,0.75,0.95,0.95,oregon,AVA
grenache,umpqua valley,2023,False,0.75,0.95,0.95,oregon,AVA
carmenere,rogue valley,2022,False,0.75,0.95,0.95,oregon,AVA
pinot gris,rogue valley,2020,True,0.9,1.0,0.95,oregon,Estate
pinot noir,rogue valley,2015,True,0.9,1.0,0.95,oregon,Estate
pinot gris,rogue valley,2016,True,0.9,1.0,0.95,oregon,Estate
chardonnay,rogue valley,2021,False,0.9,0.95,0.95,oregon,AVA
sangiovese,rogue valley,2015,False,0.75,0.95,0.95,oregon,AVA
zinfandel,applegate valley,2020,True,0.75,1.0,0.95,oregon,Estate
pinot gris,applegate valley,2019,False,0.9,0.95,0.95,oregon,AVA
pinot noir,applegate valley,2018,False,0.9,0.95,0.95,oregon,AVA
tempranillo,applegate valley,2015,False,0.75,0.95,0.95,oregon,AVA
chardonnay,applegate valley,2024,False,0.9,0.95,0.95,oregon,AVA
pinot gris,applegate valley,2015,False,0.9,0.95,0.95,oregon,AVA
merlot,ny,2020,True,0.75,1.0,0.85,new york,Estate
chardonnay,ny,2017,False,0.75,0.85,0.85,new york,Country
chardonnay,ny,2020,False,0.75,0.85,0.85,new york,Country
cabernet sauvignon,ny,2024,False,0.75,0.85,0.85,new york,Country
chardonnay,ny,2018,False,0.75,0.85,0.85,new york,Country
chardonnay,ny,2022,False,0.75,0.85,0.85,new york,Country
pinot noir,ny,2019,True,0.75,1.0,0.85,new york,Estate
cabernet sauvignon,ny,2018,False,0.75,0.85,0.85,new york,Country
riesling,ny,2023,False,0.75,0.85,0.85,new york,Country
cabernet sauvignon,ny,2020,True,0.75,1.0,0.85,new york,Estate
cabernet franc,ny,2015,False,0.75,0.85,0.85,new york,Country
cabernet franc,ny,2020,False,0.75,0.85,0.85,new york,Country
cabernet franc,ny,2017,False,0.75,0.85,0.85,new york,Country
merlot,ny,2016,False,0.75,0.85,0.85,new york,Country
cabernet franc,ny,2024,False,0.75,0.85,0.85,new york,Country
riesling,ny,2019,True,0.75,1.0,0.85,new york,Estate
cabernet sauvignon,ny,2024,False,0.75,0.85,0.85,new york,Country
pinot noir,ny,2018,False,0.75,0.85,0.85,new york,Country
cabernet franc,new york,2018,False,0.75,0.85,0.85,new york,Country
merlot,new york,2018,False,0.75,0.85,0.85,new york,Country
cabernet franc,new york,2017,True,0.75,1.0,0.85,new york,Estate
pinot noir,new york,2023,False,0.75,0.85,0.85,new york,Country
pinot noir,new york,2023,False,0.75,0.85,0.85,new york,Country
pinot noir,new york,2022,False,0.75,0.85,0.85,new york,Country
riesling,new york,2015,False,0.75,0.85,0.85,new york,Country
cabernet sauvignon,new york,2020,True,0.75,1.0,0.85,new york,Estate
riesling,new york,2017,False,0.75,0.85,0.85,new york,Country
cabernet franc,new york,2020,True,0.75,1.0,0.85,new york,Estate
merlot,new york,2017,True,0.75,1.0,0.85,new york,Estate
riesling,new york,2024,False,0.75,0.85,0.85,new york,Country
riesling,new york,2024,False,0.75,0.85,0.85,new york,Country
riesling,new york,2022,False,0.75,0.85,0.85,new york,Country
merlot,new york,2022,False,0.75,0.85,0.85,new york,Country
cabernet sauvignon,new york,2019,False,0.75,0.85,0.85,new york,Country
chardonnay,new york,2018,True,0.75,1.0,0.85,new york,Estate
pinot noir,new york,2018,False,0.75,0.85,0.85,new york,Country
pinot noir,finger lakes,2024,False,0.75,0.95,0.95,new york,AVA
riesling,finger lakes,2022,False,0.75,0.95,0.95,new york,AVA
merlot,finger lakes,2015,True,0.75,0.95,0.95,new york,Estate
riesling,finger lakes,2024,False,0.75,0.95,0.95,new york,AVA
cabernet sauvignon,finger lakes,2021,False,0.75,0.95,0.95,new york,AVA
merlot,finger lakes,2020,False,0.75,0.95,0.95,new york,AVA
cabernet franc,finger lakes,2018,False,0.75,0.95,0.95,new york,AVA
cabernet franc,finger lakes,2017,False,0.75,0.95,0.95,new york,AVA
chardonnay,cayuga lake,2019,True,0.75,0.95,0.95,new york,Estate
riesling,cayuga lake,2019,False,0.75,0.95,0.95,new york,AVA
pinot noir,cayuga lake,2020,True,0.75,0.95,0.95,new york,Estate
cabernet franc,cayuga lake,2015,False,0.75,0.95,0.95,new york,AVA
cabernet sauvignon,cayuga lake,2016,True,0.75,0.95,0.95,new york,Estate
cabernet franc,cayuga lake,2017,True,0.75,0.95,0.95,new york,Estate
riesling,cayuga lake,2019,True,0.75,0.95,0.95,new york,Estate
cabernet franc,cayuga lake,2017,False,0.75,0.95,0.95,new york,AVA
riesling,seneca lake,2016,False,0.75,0.95,0.95,new york,AVA
riesling,seneca lake,2017,True,0.75,0.95,0.95,new york,Estate
pinot noir,seneca lake,2015,True,0.75,0.95,0.95,new york,Estate
merlot,seneca lake,2020,False,0.75,0.95,0.95,new york,AVA
chardonnay,seneca lake,2015,True,0.75,0.95,0.95,new york,Estate
cabernet sauvignon,seneca lake,2015,False,0.75,0.95,0.95,new york,AVA
cabernet sauvignon,seneca lake,2021,True,0.75,0.95,0.95,new york,Estate
pinot noir,seneca lake,2019,False,0.75,0.95,0.95,new york,AVA
cabernet franc,north fork of long island,2024,False,0.75,0.95,0.95,new york,AVA
cabernet franc,north fork of long island,2023,False,0.75,0.95,0.95,new york,AVA
riesling,north fork of long island,2023,False,0.75,0.95,0.95,new york,AVA
merlot,north fork of long island,2018,False,0.75,0.95,0.95,new york,AVA
riesling,north fork of long island,2021,False,0.75,0.95,0.95,new york,AVA
cabernet franc,north fork of long island,2016,True,0.75,0.95,0.95,new york,Estate
cabernet sauvignon,north fork of long island,2018,False,0.75,0.95,0.95,new york,AVA
pinot noir,north fork of long island,2019,True,0.75,0.95,0.95,new york,Estate
pinot noir,hamptons,2016,True,0.75,0.95,0.95,new york,Estate
pinot noir,hamptons,2016,False,0.75,0.95,0.95,new york,AVA
pinot noir,hamptons,2019,False,0.75,0.95,0.95,new york,AVA
cabernet sauvignon,hamptons,2015,False,0.75,0.95,0.95,new york,AVA
merlot,hamptons,2016,True,0.75,0.95,0.95,new york,Estate
merlot,hamptons,2019,False,0.75,0.95,0.95,new york,AVA
riesling,hamptons,2015,False,0.75,0.95,0.95,new york,AVA
cabernet franc,hamptons,2018,False,0.75,0.95,0.95,new york,AVA
riesling,hudson river region,2019,False,0.75,0.95,0.95,new york,AVA
cabernet sauvignon,hudson river region,2015,True,0.75,0.95,0.95,new york,Estate
chardonnay,hudson river region,2023,True,0.75,0.95,0.95,new york,Estate
cabernet sauvignon,hudson river region,2024,False,0.75,0.95,0.95,new york,AVA
chardonnay,hudson river region,2023,False,0.75,0.95,0.95,new york,AVA
cabernet sauvignon,hudson river region,2023,False,0.75,0.95,0.95,new york,AVA
chardonnay,hudson river region,2015,False,0.75,0.95,0.95,new york,AVA
chardonnay,hudson river region,2018,False,0.75,0.95,0.95,new york,AVA
merlot,lake erie,2021,True,0.75,0.95,0.95,new york,Estate
chardonnay,lake erie,2018,False,0.75,0.95,0.95,new york,AVA
pinot noir,lake erie,2019,False,0.75,0.95,0.95,new york,AVA
cabernet franc,lake erie,2017,False,0.75,0.95,0.95,new york,AVA
cabernet franc,lake erie,2016,False,0.75,0.95,0.95,new york,AVA
cabernet sauvignon,lake erie,2022,True,0.75,0.95,0.95,new york,Estate
chardonnay,lake erie,2016,False,0.75,0.95,0.95,new york,AVA
cabernet sauvignon,lake erie,2024,False,0.75,0.95,0.95,new york,AVA
